Year,Quarter,origin_cty,dest_cty,origin_apt,dest_apt,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
2012,2,32467,34614,MIA,SLC,2088,77.36,343.84,DL,49.4,359.71,AA,31,325.59
2012,2,32467,33192,MIA,SMF,2552,58.24,321.87,AA,38.1,334.88,DL,16.8,296.53
2012,2,32467,32575,MIA,SNA,2310,48.79,324.99,AA,47.5,326.01,UA,20.1,291.15
2012,2,32467,35096,MIA,SYR,1217,38.46,261.97,DL,37.7,249.42,DL,37.7,249.42
2012,2,32467,35249,MIA,TLH,402,109.67,200.43,AA,92.9,197,AA,92.9,197
2012,2,32467,33195,MIA,TPA,204,308.9,143.34,AA,98.3,143.39,AA,98.3,143.39
2012,2,32467,35323,MIA,TRI,746,12.75,246.34,US,64.7,208.37,US,64.7,208.37
2012,2,32467,34653,MIA,TUL,1168,51.54,249.81,AA,53.3,252.95,UA,23,232.28
2012,2,32467,35380,MIA,TVC,1339,4.07,288.63,AA,46,320.81,DL,37.8,265.83
2012,2,32467,35412,MIA,TYS,724,31.32,277.88,US,46,273.5,US,46,273.5
2012,2,33342,33667,MKE,ORF,747,59.12,207.2,DL,34.2,213.22,UA,22.3,165.29
2012,2,33342,33667,MKE,PHF,725,13.3,249.35,DL,50.4,236.03,DL,50.4,236.03
2012,2,33360,33667,MLB,ORF,659,12.64,218.65,DL,75.7,223.44,US,22.6,209.5
2012,2,33360,33667,MLB,PHF,667,3.74,241.15,DL,55.9,274.11,US,44.1,199.4
2012,2,33367,33667,MLI,ORF,829,12.31,300.43,DL,69.6,314.51,UA,26.8,269.51
2012,2,33367,33667,MLI,PHF,807,2.53,296.08,DL,87,303.95,DL,87,303.95
2012,2,30562,30721,MOB,BOS,1248,28.24,259.1,DL,59.9,241.77,DL,59.9,241.77
2012,2,30562,32575,MOB,BUR,1770,0.33,438.32,DL,66.7,414.53,DL,66.7,414.53
2012,2,30562,30852,MOB,BWI,878,13.3,316.46,US,52.9,299.21,US,52.9,299.21
2012,2,30562,30647,MOB,CAK,801,4.51,278.56,DL,65.9,270.08,DL,65.9,270.08
2012,2,30562,30647,MOB,CLE,820,7.8,380.85,DL,54.9,354.78,DL,54.9,354.78
2012,2,30562,30852,MOB,DCA,849,33.41,291.67,US,48,277.06,US,48,277.06
2012,2,30562,31703,MOB,EWR,1047,15.05,388.16,DL,46.7,355.11,DL,46.7,355.11
2012,2,30562,32467,MOB,FLL,586,13.41,335.84,DL,73.8,339.19,US,24.6,336.84
2012,2,30562,31453,MOB,HOU,427,2.42,276.58,AA,77.3,241.84,AA,77.3,241.84
2012,2,30562,31703,MOB,HPN,1082,2.75,270.96,DL,76,234.9,DL,76,234.9
2012,2,30562,30852,MOB,IAD,835,9.89,378.59,DL,62.2,359.82,DL,62.2,359.82
2012,2,30562,31453,MOB,IAH,427,87.47,350.43,UA,97.4,352.96,UA,97.4,352.96
2012,2,30562,31703,MOB,ISP,1097,0.33,365.04,US,100,365.04,US,100,365.04
2012,2,30562,31703,MOB,JFK,1062,8.13,298.45,DL,64.9,269.71,DL,64.9,269.71
2012,2,30562,32575,MOB,LAX,1773,33.85,358.2,UA,44.5,342.61,AA,20.5,328.53
2012,2,30562,31703,MOB,LGA,1063,47.36,253.86,DL,52,254.18,DL,52,254.18
2012,2,30562,30977,MOB,MDW,765,8.35,301.18,DL,100,301.18,DL,100,301.18
2012,2,30562,30721,MOB,MHT,1253,3.41,284.53,US,54.8,273.84,US,54.8,273.84
2012,2,30562,32467,MOB,MIA,590,3.52,445.52,DL,71.9,427.29,US,15.6,424.8
2012,2,30562,32457,MOB,OAK,1993,0.99,596.79,DL,55.6,798.41,US,22.2,419.07
2012,2,30562,32575,MOB,ONT,1726,5.49,335.16,UA,46,367.61,AA,38,303.83
2012,2,30562,30977,MOB,ORD,779,31.54,305.75,DL,36.9,311.01,AA,14.6,277.75
2012,2,30562,33667,MOB,ORF,813,16.92,419.12,US,53.9,473.12,DL,43.5,351.69
2012,2,30562,33667,MOB,PHF,807,3.96,353.37,DL,50,316.76,DL,50,316.76
2012,2,30562,30721,MOB,PVD,1205,9.45,370.34,DL,54.7,382.31,US,43,361.11
2012,2,30562,32457,MOB,SFO,2001,24.95,385.84,UA,45.4,386.8,UA,45.4,386.8
2012,2,30562,32457,MOB,SJC,1976,4.18,326.94,AA,50,285.55,AA,50,285.55
2012,2,30562,32575,MOB,SNA,1742,7.14,353.8,UA,40,327.07,AA,24.6,304.74
2012,2,30562,31703,MOB,SWF,1084,1.32,321.34,DL,91.7,308.1,DL,91.7,308.1
2012,2,33485,33667,MSN,ORF,818,12.09,343.95,DL,74.6,324.52,DL,74.6,324.52
2012,2,33485,33667,MSN,PHF,795,2.42,323.24,DL,95.5,323.02,DL,95.5,323.02
2012,2,31650,32575,MSP,BUR,1523,36.48,278.39,US,35.2,264.61,UA,16.9,262.4
2012,2,31650,31703,MSP,EWR,1008,510.55,383.78,DL,44.3,387.54,DL,44.3,387.54
2012,2,31650,32467,MSP,FLL,1487,351.43,248.35,DL,68.9,253.07,DL,68.9,253.07
2012,2,31650,31703,MSP,HPN,1021,48.24,262.18,DL,36.9,278.04,UA,22.6,236.26
2012,2,31650,31703,MSP,ISP,1057,7.47,287.6,WN,72.1,271.85,WN,72.1,271.85
2012,2,31650,31703,MSP,JFK,1029,496.48,224.2,SY,53.3,188.11,SY,53.3,188.11
2012,2,31650,32575,MSP,LAX,1535,"1,209.12",270.61,DL,54.9,304.8,SY,21.1,201.43
2012,2,31650,31703,MSP,LGA,1020,"1,351.76",283.47,DL,59.2,327.14,FL,14.4,153.62
2012,2,31650,32575,MSP,LGB,1529,25.38,236.86,US,72.3,231.3,US,72.3,231.3
2012,2,31650,32467,MSP,MIA,1501,331.1,259.17,DL,59.8,259.2,AA,25.5,250.28
2012,2,31650,32457,MSP,OAK,1578,138.02,231.92,DL,47.5,221.87,DL,47.5,221.87
2012,2,31650,32575,MSP,ONT,1494,121.54,271.68,US,34,269.79,UA,12.4,248.01
2012,2,31650,33667,MSP,ORF,1045,140,252.55,DL,63.7,248.78,WN,10.8,229.24
2012,2,31650,33667,MSP,PHF,1022,19.34,290.86,US,48.3,293.89,DL,46,277.8
2012,2,31650,32457,MSP,SFO,1589,"1,084.95",296.82,DL,47.1,348.26,SY,21.9,213.99
2012,2,31650,32457,MSP,SJC,1576,191.65,329.61,DL,66.9,336.06,US,14.9,305.64
2012,2,31650,32575,MSP,SNA,1522,312.2,305.81,DL,63,336.82,F9,11.3,178.73
2012,2,31650,31703,MSP,SWF,991,14.73,278.02,DL,79.1,281.89,US,19.4,266.64
2012,2,31650,33195,MSP,TPA,1306,453.19,258.25,DL,60.9,282.46,FL,14,209.87
2012,2,33495,33667,MSY,ORF,940,107.69,251.61,WN,32.1,235.03,WN,32.1,235.03
2012,2,33495,33667,MSY,PHF,933,21.76,276.57,US,50.5,310.88,DL,45.5,239.84
2012,2,31135,31703,MYR,EWR,550,106.81,200.24,UA,69.3,191.02,UA,69.3,191.02
2012,2,31135,32467,MYR,FLL,529,89.78,109.92,NK,84.2,84.47,NK,84.2,84.47
2012,2,31135,31453,MYR,HOU,1002,5.16,220.96,DL,97.9,219.71,DL,97.9,219.71
2012,2,31135,31703,MYR,HPN,585,13.63,161.76,DL,68.6,146.32,DL,68.6,146.32
2012,2,31135,31453,MYR,IAH,997,23.3,284.78,US,60.4,280.54,DL,28.8,244
2012,2,31135,31703,MYR,ISP,586,2.42,235.6,US,95.5,231.42,US,95.5,231.42
2012,2,31135,31703,MYR,JFK,558,7.47,200.17,US,73.5,207.45,DL,22.1,172.39
2012,2,31135,32575,MYR,LAX,2257,34.84,382.21,US,45.7,414.27,NK,10.1,232.4
2012,2,31135,31703,MYR,LGA,563,475.82,108.78,NK,89.5,96.41,NK,89.5,96.41
2012,2,31135,32575,MYR,LGB,2244,0.22,302.9,DL,100,302.9,DL,100,302.9
2012,2,31135,32467,MYR,MIA,549,2.86,320.79,DL,61.5,328,DL,61.5,328
2012,2,31135,32457,MYR,OAK,2429,1.1,495.42,US,40,460.15,UA,20,318.38
2012,2,31135,32575,MYR,ONT,2210,1.54,437.77,US,50,412.99,US,50,412.99
2012,2,31135,33195,MYR,PIE,456,0.44,156.03,G4,100,156.03,G4,100,156.03
2012,2,31135,32457,MYR,SFO,2438,19.23,422.91,DL,39.4,402.27,DL,39.4,402.27
2012,2,31135,32457,MYR,SJC,2416,2.53,385.95,DL,65.2,320.08,DL,65.2,320.08
2012,2,31135,32575,MYR,SNA,2230,4.73,349.72,DL,88.4,343.23,DL,88.4,343.23
2012,2,31135,31703,MYR,SWF,601,2.2,239.16,US,90,234.63,US,90,234.63
2012,2,31135,33195,MYR,TPA,447,25.05,207.63,DL,57.5,180.89,DL,57.5,180.89
2012,2,32457,32575,OAK,BUR,325,"1,990.66",141.03,WN,99.8,140.98,WN,99.8,140.98
2012,2,32457,33105,OAK,CVG,2026,7.47,420.33,DL,79.4,443.12,UA,11.8,309.12
2012,2,32457,32467,OAK,FLL,2576,40.88,281.27,WN,77.2,271.9,WN,77.2,271.9
2012,2,32457,32884,OAK,LAN,2003,0.22,979.51,DL,100,979.51,DL,100,979.51
2012,2,32457,32575,OAK,LAX,337,"1,603.41",139.35,WN,91.9,140.28,WN,91.9,140.28
2012,2,32457,32896,OAK,LBB,1178,7.47,279.68,WN,98.5,280.48,WN,98.5,280.48
2012,2,32457,32945,OAK,LEX,2042,0.44,660.02,UA,50,444.43,UA,50,444.43
2012,2,32457,32951,OAK,LFT,1803,0.88,433.12,UA,37.5,418.88,UA,37.5,418.88
2012,2,32457,32575,OAK,LGB,353,800.44,100.06,B6,100,100.06,B6,100,100.06
2012,2,32457,32600,OAK,LIT,1681,19.89,313.8,WN,95,309.27,WN,95,309.27
2012,2,32457,33029,OAK,LNK,1377,1.76,312.55,UA,68.8,306.81,UA,68.8,306.81
2012,2,32457,33139,OAK,LYH,2342,0.66,744.13,US,100,744.13,US,100,744.13
2012,2,32457,33158,OAK,MAF,1203,7.47,283.67,WN,100,283.67,WN,100,283.67
2012,2,32457,33184,OAK,MBS,2026,0.55,513.16,DL,40,446.73,DL,40,446.73
2012,2,32457,33198,OAK,MCI,1489,242.75,220.5,WN,85.3,220.58,WN,85.3,220.58
2012,2,32457,33244,OAK,MEM,1798,15.38,392.07,DL,86.4,399.97,DL,86.4,399.97
2012,2,32457,33256,OAK,MFE,1611,0.77,520.14,UA,28.6,219.48,UA,28.6,219.48
2012,2,32457,33264,OAK,MFR,323,2.31,136.66,AS,52.4,167.06,G4,42.9,78.33
2012,2,32457,33277,OAK,MGM,2053,0.99,530.32,DL,66.7,597.43,DL,66.7,597.43
2012,2,32457,32467,OAK,MIA,2577,3.41,416.07,DL,25.8,434.56,UA,22.6,357.13
2012,2,32457,33342,OAK,MKE,1835,34.73,239.68,WN,68.7,252.5,UA,13.9,149.04
2012,2,32457,33360,OAK,MLB,2484,0.33,576.02,DL,66.7,297.51,DL,66.7,297.51
2012,2,32457,33367,OAK,MLI,1703,3.41,249.85,UA,77.4,255.21,UA,77.4,255.21
2012,2,32457,33377,OAK,MLU,1739,0.55,345.02,DL,40,290.96,DL,40,290.96
2012,2,32457,33485,OAK,MSN,1762,3.19,382.29,UA,44.8,330.73,US,17.2,287.85
2012,2,32457,33486,OAK,MSO,758,52.2,114.63,G4,72.6,79.45,G4,72.6,79.45
2012,2,32457,33495,OAK,MSY,1903,116.59,309.71,WN,87.2,312.22,WN,87.2,312.22
2012,2,32457,33795,OAK,OAJ,2475,0.55,527.97,DL,40,478.42,US,20,383.91
2012,2,32457,33851,OAK,OKC,1375,35.93,303.14,WN,68.8,300.65,UA,10.1,298.34
2012,2,32457,33316,OAK,OMA,1423,46.04,281.64,WN,79,282.01,WN,79,282.01
2012,2,32457,32575,OAK,ONT,362,"1,055.16",139.41,WN,99.4,139.26,WN,99.4,139.26
2012,2,32457,33667,OAK,ORF,2510,16.59,328.84,WN,84.1,318.09,WN,84.1,318.09
2012,2,32457,34027,OAK,PBI,2559,1.65,368.28,WN,46.7,283.2,WN,46.7,283.2
2012,2,32457,34057,OAK,PDX,543,816.48,170.42,WN,71.5,175.75,AS,27.6,157.52
2012,2,32457,33667,OAK,PHF,2490,1.43,512.97,US,84.6,528.7,US,84.6,528.7
2012,2,32457,34100,OAK,PHL,2511,72.31,307.02,WN,66.3,295.26,WN,66.3,295.26
2012,2,32457,34108,OAK,PIA,1748,0.77,268.6,UA,100,268.6,UA,100,268.6
2012,2,32457,33728,OAK,PNS,2057,1.54,395.5,DL,71.4,417.6,DL,71.4,417.6
2012,2,32457,34252,OAK,PSC,611,7.69,229.3,AS,77.1,224.55,AS,77.1,224.55
2012,2,32457,34262,OAK,PSP,418,1.65,215.68,US,100,215.68,US,100,215.68
2012,2,32457,34303,OAK,PUW,675,3.52,226.18,AS,100,226.18,AS,100,226.18
2012,2,32457,34321,OAK,PWM,2713,2.86,406.2,B6,42.3,396.05,B6,42.3,396.05
2012,2,32457,34457,OAK,RAP,1091,5.16,277.89,DL,51.1,250.76,DL,51.1,250.76
2012,2,32457,34489,OAK,RDM,454,12.42,129.38,AS,63.7,162.56,G4,35.4,68.91
2012,2,32457,34492,OAK,RDU,2390,36.15,350.52,WN,83.3,346.35,WN,83.3,346.35
2012,2,32457,34524,OAK,RIC,2439,1.54,434.65,DL,42.9,314.35,UA,14.3,303.81
2012,2,32457,34570,OAK,RNO,181,152.86,137.65,WN,100,137.65,WN,100,137.65
2012,2,32457,34574,OAK,ROA,2301,1.43,519.63,US,69.2,520.68,US,69.2,520.68
2012,2,32457,34576,OAK,ROC,2351,5.27,338.3,B6,60.4,281.41,B6,60.4,281.41
2012,2,32457,32547,OAK,RST,1606,0.33,284.3,DL,66.7,219.43,DL,66.7,219.43
2012,2,32457,33570,OAK,SAN,446,"1,721.21",141.09,WN,97.9,141.55,WN,97.9,141.55
2012,2,32457,33214,OAK,SAT,1476,72.97,283.4,WN,82.4,283.09,US,13.9,282.08
2012,2,32457,34685,OAK,SAV,2342,1.43,576.47,DL,61.5,536.13,UA,23.1,385.68
2012,2,32457,34689,OAK,SBA,263,0.66,238.34,,0,0,,0,9999
2012,2,32457,34696,OAK,SBN,1919,3.63,301.76,US,57.6,248.4,US,57.6,248.4
2012,2,32457,34236,OAK,SBP,193,0.11,112.5,,0,0,,0,9999
2012,2,32457,34711,OAK,SCE,2363,0.22,314.99,US,100,314.99,US,100,314.99
2012,2,32457,33044,OAK,SDF,1980,26.26,335.01,WN,91.6,330.54,WN,91.6,330.54
2012,2,32457,34783,OAK,SGF,1579,2.64,310.44,UA,50,282.88,UA,50,282.88
2012,2,32457,34794,OAK,SGU,482,3.74,138.38,DL,97.1,138.15,DL,97.1,138.15
2012,2,32457,34614,OAK,SLC,588,752.2,186.88,WN,65.4,185.32,WN,65.4,185.32
2012,2,32457,32575,OAK,SNA,371,"1,226.04",150.75,WN,98.9,150.64,WN,98.9,150.64
2012,2,32457,34986,OAK,SRQ,2402,0.55,519.86,DL,60,392.34,B6,20,325.17
2012,2,32457,35096,OAK,SYR,2429,1.54,313.79,B6,35.7,324.18,UA,21.4,264
2012,2,32457,35249,OAK,TLH,2215,1.21,503.35,DL,81.8,474.21,DL,81.8,474.21
2012,2,32457,33195,OAK,TPA,2385,72.2,253.93,WN,56.3,275.26,DL,19.8,166.65
2012,2,32457,35323,OAK,TRI,2184,0.55,413.3,US,80,481.72,US,80,481.72
2012,2,32457,34653,OAK,TUL,1456,23.52,316.75,WN,83.2,319.8,WN,83.2,319.8
2012,2,32457,35380,OAK,TVC,1951,0.66,456.94,DL,33.3,370.52,DL,33.3,370.52
2012,2,32457,35411,OAK,TYR,1559,0.22,397.59,UA,100,397.59,UA,100,397.59
2012,2,32457,35412,OAK,TYS,2110,1.65,356.09,DL,60,352.64,DL,60,352.64
2012,2,32457,36101,OAK,YKM,617,4.29,214.98,AS,100,214.98,AS,100,214.98
2012,2,32457,33785,OAK,YUM,554,4.84,207.09,US,97.7,209.94,US,97.7,209.94
2012,2,33316,33667,OMA,ORF,1099,40.11,278.04,DL,33.2,262.51,DL,33.2,262.51
2012,2,33316,33667,OMA,PHF,1078,3.96,336.07,DL,66.7,344.64,US,27.8,340.81
2012,2,32575,33105,ONT,CVG,1854,23.85,362.25,DL,36.9,413.01,UA,31.3,298.62
2012,2,32575,32884,ONT,LAN,1876,2.97,314.37,UA,48.2,230.97,UA,48.2,230.97
2012,2,32575,32891,ONT,LAW,1096,3.41,279.07,AA,93.6,278.51,AA,93.6,278.51
2012,2,32575,32896,ONT,LBB,907,11.1,313.72,WN,76.2,301.11,WN,76.2,301.11
2012,2,32575,32945,ONT,LEX,1858,5.93,399.02,AA,40.7,357.12,UA,24.1,339.21
2012,2,32575,32951,ONT,LFT,1521,5.05,334.03,UA,67.4,350.51,AA,23.9,282.97
2012,2,32575,32600,ONT,LIT,1447,29.56,300.3,WN,63.9,280.83,WN,63.9,280.83
2012,2,32575,33029,ONT,LNK,1234,2.64,325.63,UA,45.8,280.17,UA,45.8,280.17
2012,2,32575,33038,ONT,LRD,1166,2.64,364.66,AA,66.7,373.28,AA,66.7,373.28
2012,2,32575,33076,ONT,LSE,1563,3.52,490.88,DL,43.8,478.88,AA,18.8,305.98
2012,2,32575,33127,ONT,LWS,850,1.32,267.43,AS,50,300.54,DL,50,234.32
2012,2,32575,33139,ONT,LYH,2157,0.99,439.42,US,100,439.42,US,100,439.42
2012,2,32575,33158,ONT,MAF,905,11.21,307.43,WN,54.9,310.1,UA,31.4,302.75
2012,2,32575,33184,ONT,MBS,1909,1.98,306.81,DL,50,309.34,UA,50,304.28
2012,2,32575,33198,ONT,MCI,1318,117.03,253.12,WN,48.9,239.94,WN,48.9,239.94
2012,2,32575,33244,ONT,MEM,1572,27.58,325.17,UA,35.9,300.22,UA,35.9,300.22
2012,2,32575,33256,ONT,MFE,1277,5.27,360.24,AA,58.3,376.64,UA,29.2,336.58
2012,2,32575,33264,ONT,MFR,641,16.7,193.17,AS,61.8,182.16,AS,61.8,182.16
2012,2,32575,33277,ONT,MGM,1806,3.52,330.37,AA,56.3,329.2,AA,56.3,329.2
2012,2,32575,33290,ONT,MHK,1212,2.42,298.36,AA,100,298.36,AA,100,298.36
2012,2,32575,33342,ONT,MKE,1712,47.58,230.95,WN,57.3,218.4,WN,57.3,218.4
2012,2,32575,33360,ONT,MLB,2217,0.99,309.56,DL,66.7,254.3,DL,66.7,254.3
2012,2,32575,33367,ONT,MLI,1561,12.53,296.99,AA,54.4,318.94,UA,36.8,275.49
2012,2,32575,33377,ONT,MLU,1480,2.86,331.39,UA,69.2,272.56,UA,69.2,272.56
2012,2,32575,33424,ONT,MOD,310,0.99,133.45,UA,100,133.45,UA,100,133.45
2012,2,32575,33304,ONT,MOT,1293,2.75,387.25,UA,96,391.97,UA,96,391.97
2012,2,32575,34922,ONT,MRY,296,3.85,166.2,UA,94.3,171.2,UA,94.3,171.2
2012,2,32575,33485,ONT,MSN,1643,8.24,380.02,UA,58.7,379.31,AA,22.7,378.87
2012,2,32575,33486,ONT,MSO,906,16.81,173.09,AS,42.5,166.98,UA,20.3,145.97
2012,2,32575,33495,ONT,MSY,1624,59.78,313.44,UA,38.8,303.46,UA,38.8,303.46
2012,2,32575,33795,ONT,OAJ,2269,3.08,374.61,US,67.9,388.22,DL,25,361.21
2012,2,32575,33851,ONT,OKC,1140,42.97,300.18,WN,56.5,306.05,AA,14.8,249.61
2012,2,32575,33316,ONT,OMA,1286,60.77,251.73,WN,58.1,244.51,WN,58.1,244.51
2012,2,32575,33667,ONT,ORF,2325,30.99,329.93,WN,31.2,283.98,WN,31.2,283.98
2012,2,32575,33964,ONT,OTH,738,1.76,252.19,UA,100,252.19,UA,100,252.19
2012,2,32575,34027,ONT,PBI,2284,11.1,313.6,DL,34.7,293.47,DL,34.7,293.47
2012,2,32575,34057,ONT,PDX,838,386.59,170.8,AS,53.3,167.31,AS,53.3,167.31
2012,2,32575,34092,ONT,PGV,2272,0.99,332.75,US,55.6,366.18,UA,11.1,349.84
2012,2,32575,33667,ONT,PHF,2307,2.75,405.73,DL,40,395.31,DL,40,395.31
2012,2,32575,34100,ONT,PHL,2356,85.27,315.06,US,42.8,343,WN,19.7,271.55
2012,2,32575,34108,ONT,PIA,1595,6.48,261.22,AA,69.5,265.09,UA,25.4,255.61
2012,2,32575,33728,ONT,PNS,1791,7.91,333.48,AA,33.3,343.24,DL,29.2,287.37
2012,2,32575,34252,ONT,PSC,846,27.69,183.03,AS,54.4,169.67,AS,54.4,169.67
2012,2,32575,34303,ONT,PUW,876,1.21,218.56,AS,90.9,217.84,AS,90.9,217.84
2012,2,32575,34321,ONT,PWM,2598,3.19,461.34,US,65.5,543,UA,13.8,350.32
2012,2,32575,34457,ONT,RAP,1040,5.16,334.48,UA,63.8,344.64,DL,31.9,307.12
2012,2,32575,33792,ONT,RDD,514,5.05,213.95,UA,100,213.95,UA,100,213.95
2012,2,32575,34489,ONT,RDM,729,17.25,162.04,AS,73.3,152.98,AS,73.3,152.98
2012,2,32575,34492,ONT,RDU,2192,53.41,329.95,WN,46.1,318.61,WN,46.1,318.61
2012,2,32575,34524,ONT,RIC,2258,17.03,436.48,DL,36.1,463.52,AA,32.3,379.68
2012,2,32575,34570,ONT,RNO,394,107.03,180.19,WN,94.7,180.97,WN,94.7,180.97
2012,2,32575,34574,ONT,ROA,2114,2.86,377.25,US,46.2,478.32,UA,11.5,258.04
2012,2,32575,34576,ONT,ROC,2227,3.74,370.03,DL,35.3,416.83,UA,20.6,220.63
2012,2,32575,33214,ONT,SAT,1166,95.05,276.74,WN,51.2,272.63,WN,51.2,272.63
2012,2,32575,34685,ONT,SAV,2105,9.78,376.49,DL,33.7,349.47,DL,33.7,349.47
2012,2,32575,34696,ONT,SBN,1778,7.91,317.94,US,45.8,326.19,UA,31.9,313.81
2012,2,32575,34711,ONT,SCE,2215,0.77,383.57,US,71.4,426.15,UA,28.6,277.13
2012,2,32575,33044,ONT,SDF,1796,44.95,337.89,WN,62.6,333.02,AA,12.5,295.62
2012,2,32575,34783,ONT,SGF,1376,9.34,364.74,AA,63.5,365.95,US,11.8,350.94
2012,2,32575,34794,ONT,SGU,309,0.22,360.72,DL,100,360.72,DL,100,360.72
2012,2,32575,34842,ONT,SJT,1012,3.08,385.5,AA,96.4,382.23,AA,96.4,382.23
2012,2,32575,34614,ONT,SLC,558,171.65,219.31,DL,62.2,218.46,DL,62.2,218.46
2012,2,32575,33192,ONT,SMF,390,"1,147.69",147.53,WN,98.9,147.37,WN,98.9,147.37
2012,2,32575,34952,ONT,SPI,1589,1.87,217.63,AA,70.6,224.57,AA,70.6,224.57
2012,2,32575,34986,ONT,SRQ,2125,0.99,494.38,DL,88.9,457.55,DL,88.9,457.55
2012,2,32575,35041,ONT,SUN,676,1.21,245.27,DL,100,245.27,DL,100,245.27
2012,2,32575,35096,ONT,SYR,2306,3.63,383.46,US,42.4,373.28,US,42.4,373.28
2012,2,32575,35249,ONT,TLH,1955,3.3,329.32,DL,50,345.65,AA,40,327.5
2012,2,32575,33195,ONT,TPA,2112,76.48,287.57,WN,34.8,281.73,AA,23.1,270.16
2012,2,32575,35323,ONT,TRI,1986,2.42,458.35,DL,59.1,370.15,DL,59.1,370.15
2012,2,32575,34653,ONT,TUL,1236,38.68,309.58,WN,52.8,308.55,AA,23.9,269.17
2012,2,32575,35380,ONT,TVC,1850,1.76,401.08,UA,68.8,378.41,UA,68.8,378.41
2012,2,32575,35389,ONT,TWF,605,1.65,204.49,DL,100,204.49,DL,100,204.49
2012,2,32575,35411,ONT,TYR,1289,4.62,166.81,UA,61.9,145.3,UA,61.9,145.3
2012,2,32575,35412,ONT,TYS,1902,9.01,394.47,AA,32.9,476.02,DL,24.4,318.92
2012,2,32575,36101,ONT,YKM,877,2.31,199.1,AS,95.2,202.87,AS,95.2,202.87
2012,2,32575,33785,ONT,YUM,198,0.22,153.26,US,100,153.26,US,100,153.26
2012,2,30977,32575,ORD,BUR,1734,24.95,279.38,UA,47.1,275.28,DL,15,239.32
2012,2,30977,30980,ORD,CHA,501,75.93,225.55,AA,73.5,218.38,AA,73.5,218.38
2012,2,30977,30990,ORD,CHO,567,86.92,244.57,AA,73.7,225.23,AA,73.7,225.23
2012,2,30977,30994,ORD,CHS,760,220,253.51,UA,72.1,245.68,UA,72.1,245.68
2012,2,30977,31003,ORD,CID,196,34.73,330.86,AA,53.2,297.73,AA,53.2,297.73
2012,2,30977,31041,ORD,CLD,1714,13.3,240.91,UA,90.9,242.18,UA,90.9,242.18
2012,2,30977,31049,ORD,CLL,915,11.98,288.55,UA,50.5,258.23,UA,50.5,258.23
2012,2,30977,31057,ORD,CLT,599,954.51,243.69,US,60.6,236.81,AA,19.9,230.83
2012,2,30977,31066,ORD,CMH,296,600.11,180.31,AA,59.1,177.53,AA,59.1,177.53
2012,2,30977,31067,ORD,CMI,135,16.37,228.11,AA,100,228.11,AA,100,228.11
2012,2,30977,31076,ORD,CMX,359,30.99,135.78,UA,98.2,135.85,UA,98.2,135.85
2012,2,30977,31140,ORD,CRP,1119,27.58,305.3,UA,49.8,328.85,AA,48.2,283.75
2012,2,30977,31146,ORD,CRW,417,41.21,314.72,UA,76,309.03,UA,76,309.03
2012,2,30977,33105,ORD,CVG,265,316.04,339.5,AA,37.2,327.95,AA,37.2,327.95
2012,2,30977,31252,ORD,DAB,962,32.53,183.78,DL,77.7,166.32,DL,77.7,166.32
2012,2,30977,31267,ORD,DAY,240,116.37,288,UA,61.8,307.8,AA,35.3,259.28
2012,2,30977,31337,ORD,DLH,397,96.59,144.09,UA,92.3,140.01,UA,92.3,140.01
2012,2,30977,31423,ORD,DSM,299,148.35,356.16,UA,49.5,361.58,AA,48.4,352.5
2012,2,30977,31295,ORD,DTW,235,983.74,155.68,DL,53.4,151.8,DL,53.4,151.8
2012,2,30977,31471,ORD,EAU,268,42.09,122.11,UA,98.4,121.7,UA,98.4,121.7
2012,2,30977,31481,ORD,ECP,810,22.09,234.58,DL,97.5,235.88,DL,97.5,235.88
2012,2,30977,31537,ORD,ELM,566,21.76,162.94,DL,82.3,154.87,DL,82.3,154.87
2012,2,30977,31577,ORD,ERI,398,14.18,226.63,UA,57.4,220.05,UA,57.4,220.05
2012,2,30977,31603,ORD,EUG,1780,51.43,301.29,UA,63.7,298.52,UA,63.7,298.52
2012,2,30977,31612,ORD,EVV,273,68.79,262.82,AA,98.2,262.89,AA,98.2,262.89
2012,2,30977,31617,ORD,EWN,756,18.35,214.53,US,70.1,208.22,US,70.1,208.22
2012,2,30977,31703,ORD,EWR,719,"1,974.84",246.46,UA,71.8,253.4,AA,20.8,234.48
2012,2,30977,31624,ORD,EYW,1252,48.9,264.95,AA,56.9,262.57,UA,25.4,242.52
2012,2,30977,31637,ORD,FAR,557,84.95,300.39,UA,49.4,323.17,AA,38.3,278.96
2012,2,30977,31638,ORD,FAT,1730,98.57,280.68,UA,42.8,279.44,AA,35.2,259.51
2012,2,30977,31641,ORD,FAY,686,27.25,222.84,US,63.3,219.59,DL,30.2,175.16
2012,2,30977,31648,ORD,FCA,1352,16.04,360.3,UA,42.5,390.88,AS,30.1,306.48
2012,2,30977,31695,ORD,FLG,1365,13.19,284.85,US,96.7,286.05,US,96.7,286.05
2012,2,30977,32467,ORD,FLL,1182,"1,381.87",161.13,AA,37.6,182.95,NK,30.9,107.49
2012,2,30977,31699,ORD,FLO,698,14.51,217.65,US,96.2,212.47,US,96.2,212.47
2012,2,30977,31721,ORD,FNT,223,47.25,167.75,AA,97,166.56,AA,97,166.56
2012,2,30977,31775,ORD,FSD,462,90,289.58,UA,56.5,308.87,AA,36.1,273.62
